date,state,latitude,longitude,temp_max,temp_min,temp_mean,temp_max_source,temp_min_source,temp_mean_source,precipitation,humidity,solar_radiation,data_source,temp_range,gdd,precipitation_7d_sum,heat_stress_days,et_proxy,water_availability_index,year,month,state_normalized,yield_proxy,temp_mean_main,precipitation_main,solar_radiation_main,soil_ph,Fpar,NDVI,Lai
2016-01-23,Chandigarh,29.05,76.08,22.83,6.25,,nasa_power,nasa_power,nasa_power,,21.66,7.36,nasa_power,16.58,,0.0,0,0.0736,,2016,1,Chandigarh,,,,,,,,
2016-01-24,Chandigarh,29.05,76.08,21.12,6.26,,nasa_power,nasa_power,nasa_power,,21.18,5.79,nasa_power,14.86,,0.0,0,0.0579,,2016,1,Chandigarh,,,,,,,,
2016-01-25,Chandigarh,29.05,76.08,20.51,4.46,,nasa_power,nasa_power,nasa_power,,19.4,7.69,nasa_power,16.05,,0.0,0,0.0769,,2016,1,Chandigarh,,,,,,,,
2016-01-26,Chandigarh,29.05,76.08,24.54,7.68,,nasa_power,nasa_power,nasa_power,,16.62,10.91,nasa_power,16.86,,0.0,0,0.1091,,2016,1,Chandigarh,,,,,,,,
2016-01-27,Chandigarh,29.05,76.08,24.14,9.77,,nasa_power,nasa_power,nasa_power,,20.07,11.34,nasa_power,14.37,,0.0,0,0.1134,,2016,1,Chandigarh,,,,,,,,
2016-01-28,Chandigarh,29.05,76.08,26.09,8.8,,nasa_power,nasa_power,nasa_power,,25.49,13.37,nasa_power,17.29,,0.0,0,0.1336999999999999,,2016,1,Chandigarh,,,,,,,,
2016-01-29,Chandigarh,29.05,76.08,26.16,10.19,,nasa_power,nasa_power,nasa_power,,30.76,10.85,nasa_power,15.97,,0.0,0,0.1085,,2016,1,Chandigarh,,,,,,,,
2016-01-30,Chandigarh,29.05,76.08,27.39,12.26,,nasa_power,nasa_power,nasa_power,,39.63,11.41,nasa_power,15.13,,0.0,0,0.1141,,2016,1,Chandigarh,,,,,,,,
2016-01-31,Chandigarh,29.05,76.08,24.88,10.69,,nasa_power,nasa_power,nasa_power,,38.31,10.05,nasa_power,14.19,,0.0,0,0.1005,,2016,1,Chandigarh,,,,,,,,
2016-02-01,Chandigarh,29.05,76.08,24.46,7.02,,nasa_power,nasa_power,nasa_power,,26.95,17.07,nasa_power,17.44,,0.0,0,0.1707,,2016,2,Chandigarh,,,,,,,,
2016-02-02,Chandigarh,29.05,76.08,22.87,6.67,,nasa_power,nasa_power,nasa_power,,26.06,16.3,nasa_power,16.200000000000003,,0.0,0,0.163,,2016,2,Chandigarh,,,,,,,,
2016-02-03,Chandigarh,29.05,76.08,24.13,5.32,,nasa_power,nasa_power,nasa_power,,26.96,16.65,nasa_power,18.81,,0.0,0,0.1664999999999999,,2016,2,Chandigarh,,,,,,,,
2016-02-04,Chandigarh,29.05,76.08,25.25,5.29,,nasa_power,nasa_power,nasa_power,,22.41,16.27,nasa_power,19.96,,0.0,0,0.1627,,2016,2,Chandigarh,,,,,,,,
2016-02-05,Chandigarh,29.05,76.08,25.9,7.0,,nasa_power,nasa_power,nasa_power,,19.51,16.08,nasa_power,18.9,,0.0,0,0.1608,,2016,2,Chandigarh,,,,,,,,
2016-02-06,Chandigarh,29.05,76.08,26.48,8.95,,nasa_power,nasa_power,nasa_power,,18.94,14.0,nasa_power,17.53,,0.0,0,0.14,,2016,2,Chandigarh,,,,,,,,
2016-02-07,Chandigarh,29.05,76.08,23.6,9.53,,nasa_power,nasa_power,nasa_power,,29.29,11.05,nasa_power,14.070000000000002,,0.0,0,0.1105,,2016,2,Chandigarh,,,,,,,,
2016-02-08,Chandigarh,29.05,76.08,24.15,8.59,,nasa_power,nasa_power,nasa_power,,52.7,16.11,nasa_power,15.56,,0.0,0,0.1611,,2016,2,Chandigarh,,,,,,,,
2016-02-09,Chandigarh,29.05,76.08,25.51,8.4,,nasa_power,nasa_power,nasa_power,,40.47,16.48,nasa_power,17.11,,0.0,0,0.1648,,2016,2,Chandigarh,,,,,,,,
2016-02-10,Chandigarh,29.05,76.08,26.43,10.7,,nasa_power,nasa_power,nasa_power,,27.52,12.45,nasa_power,15.73,,0.0,0,0.1245,,2016,2,Chandigarh,,,,,,,,
2016-02-11,Chandigarh,29.05,76.08,25.83,8.91,,nasa_power,nasa_power,nasa_power,,20.92,14.85,nasa_power,16.919999999999998,,0.0,0,0.1485,,2016,2,Chandigarh,,,,,,,,
2016-02-12,Chandigarh,29.05,76.08,25.29,5.89,,nasa_power,nasa_power,nasa_power,,19.88,15.88,nasa_power,19.4,,0.0,0,0.1588,,2016,2,Chandigarh,,,,,,,,
2016-02-13,Chandigarh,29.05,76.08,24.97,7.85,,nasa_power,nasa_power,nasa_power,,25.92,7.28,nasa_power,17.119999999999997,,0.0,0,0.0728,,2016,2,Chandigarh,,,,,,,,
2016-02-14,Chandigarh,29.05,76.08,24.83,6.88,,nasa_power,nasa_power,nasa_power,,32.17,16.97,nasa_power,17.95,,0.0,0,0.1697,,2016,2,Chandigarh,,,,,,,,
2016-02-15,Chandigarh,29.05,76.08,22.96,6.44,,nasa_power,nasa_power,nasa_power,,24.48,16.01,nasa_power,16.52,,0.0,0,0.1601,,2016,2,Chandigarh,,,,,,,,
2016-02-16,Chandigarh,29.05,76.08,25.16,6.39,,nasa_power,nasa_power,nasa_power,,23.34,17.73,nasa_power,18.77,,0.0,0,0.1773,,2016,2,Chandigarh,,,,,,,,
2016-02-17,Chandigarh,29.05,76.08,26.87,8.66,,nasa_power,nasa_power,nasa_power,,25.02,16.19,nasa_power,18.21,,0.0,0,0.1619,,2016,2,Chandigarh,,,,,,,,
2016-02-18,Chandigarh,29.05,76.08,27.35,15.1,,nasa_power,nasa_power,nasa_power,,32.76,9.75,nasa_power,12.250000000000002,,0.0,0,0.0975,,2016,2,Chandigarh,,,,,,,,
